Title,Genres,Release Year,Budget ($),Revenue ($),Vote Average,Vote Count,Return on Investment,Profit ($),,,,
The Pianist,Drama,2002,35000000,120072577,8,1864,2.43,85072577,,,,
Resident Evil,Horror,2002,33000000,102984862,6.4,2065,2.12,69984862,,,,
Igby Goes Down,Comedy,2002,9000000,4777465,6.5,95,-0.47,-4222535,,,,
High Crimes,Drama,2002,42000000,63781810,6.1,184,0.52,21781810,,,,
The Mothman Prophecies,Drama,2002,32000000,55157539,6.1,305,0.72,23157539,,,,
Martin Lawrence Live: Runteldat,Comedy,2002,3000000,19184015,5,1,5.39,16184015,,,,
The Lord of the Rings: The Two Towers,Adventure,2002,79000000,926287400,8,7487,10.73,847287400,,,,
About a Boy,Drama,2002,27000000,129000000,6.6,607,3.78,102000000,,,,
Confessions of a Dangerous Mind,Comedy,2002,30000000,33013805,6.6,275,0.10,3013805,,,,
Stuart Little 2,Family,2002,120000000,169956806,5.4,613,0.42,49956806,,,,
Blue Car,Drama,2002,1000000,464000,6.7,13,-0.54,-536000,,,,
Windtalkers,Drama,2002,115000000,77628265,5.8,341,-0.32,-37371735,,,,
Swept Away,Comedy,2002,10000000,598645,4.8,50,-0.94,-9401355,,,,
Serving Sara,Comedy,2002,29000000,16930185,5,85,-0.42,-12069815,,,,
Men in Black II,Action,2002,140000000,441818803,6,3114,2.16,301818803,,,,
Blue Crush,Adventure,2002,25000000,51842679,5.6,159,1.07,26842679,,,,
Die Another Day,Adventure,2002,140000000,431971116,5.8,1092,2.09,291971116,,,,
Spider-Man,Fantasy,2002,139000000,821708551,6.8,5265,4.91,682708551,,,,
Town & Country,Comedy,2001,90000000,10372291,3.7,16,-0.88,-79627709,,,,
Ali,Drama,2001,107000000,87713825,6.7,447,-0.18,-19286175,,,,
The Lord of the Rings: The Fellowship of the Ring,Adventure,2001,93000000,871368364,8,8705,8.37,778368364,,,,
Bridget Jones's Diary,Comedy,2001,25000000,281929795,6.5,1356,10.28,256929795,,,,
Original Sin,Drama,2001,42000000,35402320,5.8,198,-0.16,-6597680,,,,
Atlantis: The Lost Empire,Animation,2001,120000000,186053725,6.7,1224,0.55,66053725,,,,
A.I. Artificial Intelligence,Drama,2001,100000000,235926552,6.8,1974,1.36,135926552,,,,
Ocean's Eleven,Thriller,2001,85000000,450717150,7.2,3783,4.30,365717150,,,,
Recess: School's Out,Sci-Fi,2001,10000000,44460850,6.6,67,3.45,34460850,,,,
Spy Game,Action,2001,92000000,143049560,6.8,579,0.55,51049560,,,,
Glitter,Drama,2001,22000000,5271666,3.4,38,-0.76,-16728334,,,,
Jeepers Creepers,Horror,2001,10000000,59217789,6.1,720,4.92,49217789,,,,
Jimmy Neutron: Boy Genius,Action,2001,25000000,80936232,5.6,231,2.24,55936232,,,,
The Animal,Action,2001,22000000,84772742,4.6,304,2.85,62772742,,,,
I Am Sam,Drama,2001,22000000,92542418,7.2,530,3.21,70542418,,,,
Saving Silverman,Comedy,2001,22000000,19351569,5.4,154,-0.12,-2648431,,,,
Jay and Silent Bob Strike Back,Comedy,2001,22000000,33788161,6.4,480,0.54,11788161,,,,
Joy Ride,Mystery,2001,23000000,36642838,6.3,325,0.59,13642838,,,,
The Glass House,Drama,2001,30000000,23619609,5.4,201,-0.21,-6380391,,,,
Winged Migration,Documentary,2001,35866397,20217080,7,49,-0.44,-15649317,,,,
Ghosts of Mars,Action,2001,28000000,14010832,4.8,296,-0.50,-13989168,,,,
The Wedding Planner,Comedy,2001,35000000,94728529,5.5,427,1.71,59728529,,,,
The Royal Tenenbaums,Comedy,2001,21000000,71441250,7.4,1286,2.40,50441250,,,,
Serendipity,Comedy,2001,28000000,77516304,6.6,521,1.77,49516304,,,,
Zoolander,Comedy,2001,28000000,60780981,6.1,1337,1.17,32780981,,,,
Along Came a Spider,Crime,2001,60000000,105178561,6.1,400,0.75,45178561,,,,
Antitrust,Action,2001,30000000,18195610,5.8,153,-0.39,-11804390,,,,
Tomcats,Comedy,2001,11000000,23430766,4.9,74,1.13,12430766,,,,
Frailty,Drama,2001,11000000,13110448,7,334,0.19,2110448,,,,
Lovely & Amazing,Comedy,2001,250000,4186931,6.3,23,15.75,3936931,,,,
Swordfish,Action,2001,102000000,147080413,6.1,932,0.44,45080413,,,,
Enemy at the Gates,War,2001,68000000,96976270,7.2,999,0.43,28976270,,,,
Monster's Ball,Drama,2001,4000000,44909486,6.5,250,10.23,40909486,,,,
The Wash,Action,2001,7000000,10229331,5.3,26,0.46,3229331,,,,
Hardball,Comedy,2001,32000000,40222729,6.3,123,0.26,8222729,,,,
American Pie 2,Comedy,2001,30000000,287553595,6,1344,8.59,257553595,,,,
Blow,Crime,2001,53000000,83282296,7.4,1317,0.57,30282296,,,,
The Princess Diaries,Comedy,2001,37000000,165335153,6.5,1023,3.47,128335153,,,,
Hearts in Atlantis,Drama,2001,31000000,24185781,6.4,131,-0.22,-6814219,,,,
Donnie Darko,Fantasy,2001,6000000,1270522,7.7,3452,-0.79,-4729478,,,,
Exit Wounds,Action,2001,50000000,79958599,5.3,110,0.60,29958599,,,,
American Outlaws,Action,2001,35000000,13678913,5.7,55,-0.61,-21321087,,,,
Spy Kids,Action,2001,35000000,147934180,5.5,867,3.23,112934180,,,,
Rock Star,Music,2001,57000000,16991902,6,190,-0.70,-40008098,,,,
Spirited Away,Fantasy,2001,15000000,274925095,8.3,3840,17.33,259925095,,,,
Made,Action,2001,5000000,5476060,6.3,55,0.10,476060,,,,
Angel Eyes,Drama,2001,53000000,29700000,5.6,88,-0.44,-23300000,,,,
Amélie,Comedy,2001,10000000,173921954,7.8,3310,16.39,163921954,,,,
Bandits,Action,2001,75000000,67631903,6.2,302,-0.10,-7368097,,,,
How High,Comedy,2001,12000000,31155435,6.3,218,1.60,19155435,,,,
Monkeybone,Adventure,2001,75000000,5409517,4.3,78,-0.93,-69590483,,,,
A Beautiful Mind,Drama,2001,60000000,313542341,7.7,3009,4.23,253542341,,,,
Corky Romano,Action,2001,11000000,23978402,4.1,54,1.18,12978402,,,,
Out Cold,Comedy,2001,24000000,14782676,5.8,53,-0.38,-9217324,,,,
Ayurveda: Art of Being,Documentary,2001,300000,2074000,5.5,3,5.91,1774000,,,,
Legally Blonde,Comedy,2001,18000000,141774679,6.1,882,6.88,123774679,,,,
The Tailor of Panama,Drama,2001,21000000,28008462,6.2,92,0.33,7008462,,,,
Kissing Jessica Stein,Comedy,2001,1000000,10013424,5.9,48,9.01,9013424,,,,
Gosford Park,Drama,2001,19800000,87754044,6.8,246,3.43,67954044,,,,
The Musketeer,Action,2001,40000000,27053815,5.2,56,-0.32,-12946185,,,,
Sweet November,Drama,2001,40000000,65754228,6.4,278,0.64,25754228,,,,
Behind Enemy Lines,Action,2001,40000000,91753202,6,457,1.29,51753202,,,,
Shallow Hal,Comedy,2001,40000000,141069860,5.7,731,2.53,101069860,,,,
The Mexican,Action,2001,57000000,147845033,5.8,441,1.59,90845033,,,,
The Believer,Drama,2001,1500000,416925,6.8,151,-0.72,-1083075,,,,
Session 9,Horror,2001,1500000,373967,6.2,251,-0.75,-1126033,,,,
15 Minutes,Action,2001,60000000,56359980,5.7,191,-0.06,-3640020,,,,
A Knight's Tale,Adventure,2001,65000000,117487473,6.6,907,0.81,52487473,,,,
Y Tu Mamá También,Drama,2001,5000000,33616692,7.3,315,5.72,28616692,,,,
Super Troopers,Comedy,2001,3000000,18492362,6.6,362,5.16,15492362,,,,
The Pledge,Crime,2001,35000000,29400000,6.5,215,-0.16,-5600000,,,,
From Hell,Horror,2001,35000000,74558115,6.6,741,1.13,39558115,,,,
Summer Catch,Drama,2001,34000000,19693891,4.8,63,-0.42,-14306109,,,,
Scary Movie 2,Comedy,2001,45000000,141220678,5.4,982,2.14,96220678,,,,
Riding in Cars with Boys,Comedy,2001,48000000,35743308,6.5,103,-0.26,-12256692,,,,
Brigham City,Crime,2001,1000000,852206,7.3,4,-0.15,-147794,,,,
Training Day,Action,2001,45000000,104876233,7.3,1634,1.33,59876233,,,,
Dr. Dolittle 2,Comedy,2001,70000000,176104344,4.9,410,1.52,106104344,,,,
The Majestic,Drama,2001,72000000,37317558,6.6,188,-0.48,-34682442,,,,
Driven,Action,2001,94000000,54744738,4.5,179,-0.42,-39255262,,,,
Osmosis Jones,Adventure,2001,75000000,13596911,5.9,228,-0.82,-61403089,,,,
Vanilla Sky,Drama,2001,68000000,203388341,6.5,1078,1.99,135388341,,,,
Max Keeble's Big Move,Comedy,2001,12000000,17292381,5.4,33,0.44,5292381,,,,
Baby Boy,Crime,2001,16000000,29381649,7.4,55,0.84,13381649,,,,
Joe Dirt,Mystery,2001,17700000,30987695,5.5,242,0.75,13287695,,,,
The One,Action,2001,49000000,72700000,5.7,437,0.48,23700000,,,,
Rat Race,Adventure,2001,48000000,85498534,6,518,0.78,37498534,,,,
K-PAX,Drama,2001,48000000,50315140,7.1,695,0.05,2315140,,,,
Novocaine,Comedy,2001,6000000,2025238,6,44,-0.66,-3974762,,,,
Not Another Teen Movie,Comedy,2001,16000000,66468332,5.5,431,3.15,50468332,,,,
The Score,Action,2001,68000000,71069884,6.7,423,0.05,3069884,,,,
Shrek,Adventure,2001,60000000,484409218,7.3,4056,7.07,424409218,,,,
Don't Say a Word,Thriller,2001,50000000,100020092,6,220,1.00,50020092,,,,
Moulin Rouge!,Drama,2001,52500000,179213434,7.4,1300,2.41,126713434,,,,
Domestic Disturbance,Mystery,2001,75000000,54249294,5.4,113,-0.28,-20750706,,,,
Captain Corelli's Mandolin,Drama,2001,57000000,62112895,5.5,145,0.09,5112895,,,,
Knockaround Guys,Crime,2001,15000000,12000000,5.9,97,-0.20,-3000000,,,,
The Last Castle,Action,2001,72000000,27642707,7,285,-0.62,-44357293,,,,
Mulholland Drive,Thriller,2001,15000000,20117339,7.6,1477,0.34,5117339,,,,
The Other Side of Heaven,Action,2001,7000000,4720371,6.7,14,-0.33,-2279629,,,,
L.I.E.,Drama,2001,700000,1667192,6.7,31,1.38,967192,,,,
All The Queen's Men,Action,2001,15000000,23000,6.1,7,-1.00,-14977000,,,,
Cats & Dogs,Comedy,2001,60000000,93375151,5,352,0.56,33375151,,,,
3000 Miles to Graceland,Action,2001,62000000,18720175,5.8,178,-0.70,-43279825,,,,
Save the Last Dance,Drama,2001,13000000,91038276,6.3,352,6.00,78038276,,,,
Jason X,Horror,2001,11000000,16951798,4.5,291,0.54,5951798,,,,
Head Over Heels,Comedy,2001,14000000,10424470,5.3,73,-0.26,-3575530,,,,
Crazy/Beautiful,Drama,2001,13000000,16929123,6.6,96,0.30,3929123,,,,
Planet of the Apes,Thriller,2001,100000000,362211740,5.6,1243,2.62,262211740,,,,
"Monsters, Inc.",Animation,2001,115000000,562816256,7.5,5996,3.89,447816256,,,,
Harry Potter and the Philosopher's Stone,Adventure,2001,125000000,976475550,7.5,7006,6.81,851475550,,,,
Final Fantasy: The Spirits Within,Adventure,2001,137000000,85131830,5.9,433,-0.38,-51868170,,,,
Kiss of the Dragon,Action,2001,25000000,64437847,6.4,298,1.58,39437847,,,,
Crocodile Dundee in Los Angeles,Adventure,2001,21150000,39438674,4.7,146,0.86,18288674,,,,
Rush Hour 2,Action,2001,90000000,347325802,6.4,1054,2.86,257325802,,,,
The Mummy Returns,Adventure,2001,98000000,433013274,6,2206,3.42,335013274,,,,
Black Hawk Down,Action,2001,92000000,172989651,7.2,1811,0.88,80989651,,,,
Lara Croft: Tomb Raider,Adventure,2001,115000000,274703340,5.7,2192,1.39,159703340,,,,
Jurassic Park III,Adventure,2001,93000000,368780809,5.7,2077,2.97,275780809,,,,
Pearl Harbor,History,2001,140000000,449220945,6.6,1791,2.21,309220945,,,,
The Fast and the Furious,Action,2001,38000000,207283925,6.6,3428,4.45,169283925,,,,
102 Dalmatians,Comedy,2000,85000000,183611771,5.1,313,1.16,98611771,,,,
Hollow Man,Action,2000,95000000,190213455,5.6,634,1.00,95213455,,,,
Nutty Professor II: The Klumps,Fantasy,2000,84000000,123307945,4.7,332,0.47,39307945,,,,
Chocolat,Comedy,2000,25000000,152500343,6.8,951,5.10,127500343,,,,
Romeo Must Die,Action,2000,25000000,91036760,6,330,2.64,66036760,,,,
Pokémon: Spell of the Unknown,Adventure,2000,16000000,68411275,5.9,137,3.28,52411275,,,,
The House of Mirth,Drama,2000,10000000,5164404,6.4,25,-0.48,-4835596,,,,
The Next Best Thing,Comedy,2000,25000000,24362772,4.3,29,-0.03,-637228,,,,
Charlie's Angels,Action,2000,92000000,264105545,5.6,1232,1.87,172105545,,,,
Cast Away,Adventure,2000,90000000,429632142,7.5,3218,3.77,339632142,,,,
How the Grinch Stole Christmas,Family,2000,123000000,345141403,6.2,1386,1.81,222141403,,,,
Mission: Impossible II,Adventure,2000,125000000,546388105,5.9,1928,3.37,421388105,,,,
The Perfect Storm,Drama,2000,120000000,325756637,6.2,597,1.71,205756637,,,,
Get Carter,Action,2000,63600000,19412993,4.8,145,-0.69,-44187007,,,,
Unbreakable,Sci-Fi,2000,75000000,248118121,6.9,1946,2.31,173118121,,,,
What Lies Beneath,Drama,2000,100000000,155464351,6.3,488,0.55,55464351,,,,
Final Destination,Horror,2000,23000000,53302314,6.4,1378,1.32,30302314,,,,
Red Planet,Thriller,2000,80000000,33463969,5.4,267,-0.58,-46536031,,,,
Vertical Limit,Action,2000,75000000,215663859,5.9,283,1.88,140663859,,,,
The Adventures of Rocky & Bullwinkle,Action,2000,76000000,35134820,3.9,87,-0.54,-40865180,,,,
X-Men,Adventure,2000,75000000,296339527,6.8,4097,2.95,221339527,,,,
Titan A.E.,Animation,2000,75000000,36754634,6.3,313,-0.51,-38245366,,,,
Shanghai Noon,Adventure,2000,55000000,56932305,6.2,735,0.04,1932305,,,,
Whatever It Takes,Drama,2000,15000000,9902115,5,37,-0.34,-5097885,,,,
The In Crowd,Thriller,2000,15000000,5217498,4.7,15,-0.65,-9782502,,,,
The Patriot,Drama,2000,110000000,215294342,6.8,1099,0.96,105294342,,,,
Dinosaur,Animation,2000,127500000,354248063,6.2,542,1.78,226748063,,,,
Supernova,Horror,2000,90000000,14828081,4.9,109,-0.84,-75171919,,,,
The Flintstones in Viva Rock Vegas,Sci-Fi,2000,83000000,59468275,4.4,134,-0.28,-23531725,,,,
U-571,Action,2000,62000000,127666415,6.1,340,1.06,65666415,,,,
The Legend of Bagger Vance,Fantasy,2000,80000000,39459427,6.3,251,-0.51,-40540573,,,,
Almost Famous,Drama,2000,60000000,47383689,7.4,797,-0.21,-12616311,,,,
What Women Want,Comedy,2000,70000000,374111707,6.1,992,4.34,304111707,,,,
The Beach,Drama,2000,40000000,144056873,6.3,1233,2.60,104056873,,,,
Where the Heart Is,Comedy,2000,15000000,33771174,6.9,155,1.25,18771174,,,,
Shaft,Action,2000,46000000,107196498,5.5,308,1.33,61196498,,,,
Erin Brockovich,Drama,2000,52000000,256271286,7.1,716,3.93,204271286,,,,
Meet the Parents,Comedy,2000,55000000,330444045,6.6,1698,5.01,275444045,,,,
Urban Legends: Final Cut,Horror,2000,14000000,38574362,4.4,100,1.76,24574362,,,,
"Crouching Tiger, Hidden Dragon",Adventure,2000,17000000,213525736,7.2,927,11.56,196525736,,,,
"Me, Myself & Irene",Comedy,2000,51000000,149270999,6.1,927,1.93,98270999,,,,
The Ladies Man,Comedy,2000,24000000,13700000,5.7,34,-0.43,-10300000,,,,
Hanging Up,Comedy,2000,40000000,36037909,5,40,-0.10,-3962091,,,,
Dracula 2000,Thriller,2000,28000000,33000337,4.6,148,0.18,5000337,,,,
Pay It Forward,Drama,2000,40000000,55707411,7,432,0.39,15707411,,,,
The Art of War,Crime,2000,40000000,30199105,5.6,135,-0.25,-9800895,,,,
Snatch,Thriller,2000,10000000,83557872,7.7,2912,7.36,73557872,,,,
Scream 3,Horror,2000,40000000,161834276,5.7,736,3.05,121834276,,,,
American Psycho,Thriller,2000,7000000,34266564,7.3,2066,3.90,27266564,,,,
Dancer in the Dark,Drama,2000,12800000,40031879,7.6,377,2.13,27231879,,,,
Memento,Mystery,2000,9000000,39723096,8.1,4028,3.41,30723096,,,,
Billy Elliot,Drama,2000,5000000,110000000,7.4,750,21.00,105000000,,,,
Finding Forrester,Drama,2000,43000000,80049764,7,302,0.86,37049764,,,,
Chicken Run,Animation,2000,45000000,224834564,6.5,1150,4.00,179834564,,,,
Road Trip,Comedy,2000,16000000,119754278,5.9,542,6.48,103754278,,,,
Center Stage,Drama,2000,18000000,17200925,6.8,90,-0.04,-799075,,,,
Coyote Ugly,Comedy,2000,45000000,113916474,5.8,575,1.53,68916474,,,,
Pitch Black,Thriller,2000,23000000,53187659,6.7,1789,1.31,30187659,,,,
The Little Vampire,Family,2000,22000000,13555988,6.1,77,-0.38,-8444012,,,,
The Broken Hearts Club: A Romantic Comedy,Comedy,2000,1000000,1744858,6.3,25,0.74,744858,,,,
Fiza,Drama,2000,1000000,623791,6.1,7,-0.38,-376209,,,,
Miss Congeniality,Comedy,2000,45000000,212000000,6.1,961,3.71,167000000,,,,
Traffic,Thriller,2000,48000000,207515725,6.9,562,3.32,159515725,,,,
Boys and Girls,Comedy,2000,16000000,20627372,5.4,103,0.29,4627372,,,,
Shadow of the Vampire,Drama,2000,8000000,8279017,6.6,148,0.03,279017,,,,
Men of Honor,Drama,2000,32000000,48814909,7,544,0.53,16814909,,,,
Frequency,Crime,2000,31000000,68106245,7,462,1.20,37106245,,,,
Amores perros,Drama,2000,2000000,20908467,7.6,521,9.45,18908467,,,,
Big Momma's House,Crime,2000,30000000,173959438,5.6,506,4.80,143959438,,,,
Brother,Crime,2000,12000000,15250000,6.8,107,0.27,3250000,,,,
Keeping the Faith,Comedy,2000,30000000,37036004,5.9,159,0.23,7036004,,,,
Thirteen Days,Drama,2000,80000000,34566746,6.9,189,-0.57,-45433254,,,,
Battlefield Earth,Action,2000,44000000,21400000,3,255,-0.51,-22600000,,,,
Reindeer Games,Thriller,2000,42000000,32168970,5.4,173,-0.23,-9831030,,,,
The Cell,Horror,2000,33000000,104155843,6,436,2.16,71155843,,,,
The Tigger Movie,Animation,2000,30000000,45554533,6.3,143,0.52,15554533,,,,
High Fidelity,Comedy,2000,30000000,47126295,7,628,0.57,17126295,,,,
Isn't She Great,Drama,2000,36000000,3003296,4.6,14,-0.92,-32996704,,,,
Requiem for a Dream,Crime,2000,4500000,7390108,7.9,2443,0.64,2890108,,,,
Bedazzled,Fantasy,2000,48000000,90383208,5.6,512,0.88,42383208,,,,
The Skulls,Crime,2000,15000000,35007180,5.8,156,1.33,20007180,,,,
Drowning Mona,Comedy,2000,16000000,15427192,5.4,43,-0.04,-572808,,,,
"O Brother, Where Art Thou?",Action,2000,26000000,71868327,7.3,1112,1.76,45868327,,,,
Highlander: Endgame,Action,2000,25000000,15843608,4.4,104,-0.37,-9156392,,,,
Love & Basketball,Action,2000,20000000,27728118,7.4,88,0.39,7728118,,,,
Space Cowboys,Action,2000,65000000,128884132,6.3,403,0.98,63884132,,,,
The Kid,Fantasy,2000,65000000,69700000,6,238,0.07,4700000,,,,
Gossip,Drama,2000,14000000,5108820,5.5,68,-0.64,-8891180,,,,
Mission to Mars,Sci-Fi,2000,90000000,60874615,5.7,369,-0.32,-29125385,,,,
"Dude, Where’s My Car?",Comedy,2000,13000000,73180723,5.2,509,4.63,60180723,,,,
Gladiator,Action,2000,103000000,457640427,7.9,5439,3.44,354640427,,,,
The Emperor's New Groove,Adventure,2000,100000000,169327687,7.2,1490,0.69,69327687,,,,
Quills,Drama,2000,13500000,7060876,6.8,128,-0.48,-6439124,,,,
Return to Me,Romance,2000,24000000,36609995,6.1,67,0.53,12609995,,,,
Boiler Room,Crime,2000,26000000,28780255,6.5,201,0.11,2780255,,,,
The Way of the Gun,Action,2000,8500000,19125401,6.4,100,1.25,10625401,,,,
Ready to Rumble,Action,2000,24000000,12372410,4.7,49,-0.48,-11627590,,,,
The Whole Nine Yards,Comedy,2000,41300000,106371651,6.2,531,1.58,65071651,,,,
The 6th Day,Sci-Fi,2000,82000000,96085477,5.7,595,0.17,14085477,,,,
3 Strikes,Action,2000,6000000,9000000,5.9,15,0.50,3000000,,,,
Gun Shy,Action,2000,10000000,1631839,5.4,24,-0.84,-8368161,,,,
Remember the Titans,Drama,2000,30000000,136706683,7.4,821,3.56,106706683,,,,
Gone in Sixty Seconds,Action,2000,90000000,237202299,6.1,1485,1.64,147202299,,,,
Next Friday,Comedy,2000,11000000,59827328,6.4,135,4.44,48827328,,,,
Bring It On,Comedy,2000,28000000,90449929,5.8,568,2.23,62449929,,,,
The Road to El Dorado,Adventure,2000,95000000,76432727,7,858,-0.20,-18567273,,,,
Brokedown Palace,Drama,1999,25000000,13000000,6.2,111,-0.48,-12000000,,,,
Jawbreaker,Comedy,1999,3000000,3076820,5.9,90,0.03,76820,,,,
East Is East,Comedy,1999,3800000,28200000,6.5,59,6.42,24400000,,,,
The Limey,Action,1999,10000000,3193102,6.6,105,-0.68,-6806898,,,,
Message in a Bottle,Romance,1999,80000000,118880016,5.8,196,0.49,38880016,,,,
Office Space,Comedy,1999,10000000,12827813,7.4,1050,0.28,2827813,,,,
Drop Dead Gorgeous,Comedy,1999,10000000,10571408,6.4,86,0.06,571408,,,,
The Rage: Carrie 2,Horror,1999,21000000,17762705,5.1,76,-0.15,-3237295,,,,
Big Daddy,Comedy,1999,34200000,234801895,6.1,875,5.87,200601895,,,,
Play It to the Bone,Comedy,1999,24000000,8434146,5.7,53,-0.65,-15565854,,,,
Human Traffic,Comedy,1999,600000,4000000,6.8,97,5.67,3400000,,,,
Stuart Little,Animation,1999,133000000,300135367,5.8,959,1.26,167135367,,,,
Muppets from Space,Fantasy,1999,24000000,16290976,5.8,92,-0.32,-7709024,,,,
Baby Geniuses,Sci-Fi,1999,12000000,36450736,3.3,75,2.04,24450736,,,,
Wild Wild West,Action,1999,170000000,222104681,5.1,1020,0.31,52104681,,,,
The General's Daughter,Crime,1999,60000000,149705852,6.1,205,1.50,89705852,,,,
Dick,Comedy,1999,13000000,27500000,5.7,67,1.12,14500000,,,,
Outside Providence,Romance,1999,7000000,7292175,5.6,30,0.04,292175,,,,
An Ideal Husband,Drama,1999,14000000,18535191,6.3,46,0.32,4535191,,,,
Dogma,Fantasy,1999,10000000,30652890,6.8,823,2.07,20652890,,,,
Being John Malkovich,Fantasy,1999,13000000,22863596,7.3,1101,0.76,9863596,,,,
Tea with Mussolini,Comedy,1999,12000000,21001563,5.8,32,0.75,9001563,,,,
In Too Deep,Drama,1999,7000000,14011454,6.2,17,1.00,7011454,,,,
Eyes Wide Shut,Mystery,1999,65000000,162091208,7.1,1234,1.49,97091208,,,,
The Corruptor,Action,1999,25000000,15156200,6,57,-0.39,-9843800,,,,
The Best Man,Drama,1999,9000000,34573780,6.8,38,2.84,25573780,,,,
Three Kings,Action,1999,75000000,108000000,6.6,692,0.44,33000000,,,,
The Virgin Suicides,Drama,1999,6000000,10409377,7.1,817,0.73,4409377,,,,
Simply Irresistible,Comedy,1999,6000000,4398989,5.5,52,-0.27,-1601011,,,,
The Iron Giant,Adventure,1999,70000000,23159305,7.6,1436,-0.67,-46840695,,,,
The Messenger: The Story of Joan of Arc,Adventure,1999,60000000,66976317,6.2,367,0.12,6976317,,,,
The Bone Collector,Drama,1999,73000000,151493655,6.5,826,1.08,78493655,,,,
The Thomas Crown Affair,Drama,1999,48000000,124305181,6.6,339,1.59,76305181,,,,
The Story of Us,Comedy,1999,50000000,58900031,5.9,75,0.18,8900031,,,,
Magnolia,Drama,1999,37000000,48451803,7.5,825,0.31,11451803,,,,
Blue Streak,Action,1999,65000000,117758500,6.1,352,0.81,52758500,,,,
